,buildingaddress,buildingsize,greenmarkrating,EUI,year,postal,latitude,longtitude
73,"3 KILLINEY ROAD, SINGAPORE 239519",Large,Platinum,117.23,2020,239519,1.299622138,103.8402866
74,"3 KILLINEY ROAD, SINGAPORE 239519",Large,GoldPlus,138.120506293042,2019,239519,1.299622138,103.8402866
75,"163 PENANG ROAD, SINGAPORE 238463",Large,GoldPlus,167.74,2020,238463,1.299540558,103.8409311
76,"163 PENANG ROAD, SINGAPORE 238463",Large,GoldPlus,182.7908449406536,2019,238463,1.299540558,103.8409311
77,"10 COLEMAN STREET, SINGAPORE 179809",Large,Platinum,154.19,2020,179809,1.292650883,103.8502169
78,"10 COLEMAN STREET, SINGAPORE 179809",Large,Platinum,189.68745282091606,2019,179809,1.292650883,103.8502169
79,"112 ROBINSON ROAD, SINGAPORE 068902",Small,Platinum,133.9,2020,68902,1.279282329,103.8488164
80,"1 TANGLIN ROAD, SINGAPORE 247905",Large,Gold,219.6,2020,247905,1.306613308,103.8277641
81,"1 TANGLIN ROAD, SINGAPORE 247905",Large,Gold,240.61845669055032,2019,247905,1.306613308,103.8277641
82,"158 CECIL STREET, SINGAPORE 069545",Small,Gold,137.51,2020,69545,1.279788786,103.8480433
83,"158 CECIL STREET, SINGAPORE 069545",Small,Gold,202.94831092928112,2019,69545,1.279788786,103.8480433
84,"317 OUTRAM ROAD, SINGAPORE 169075",Large,GoldPlus,169.19,2020,169075,1.288967635,103.8341882
85,"317 OUTRAM ROAD, SINGAPORE 169075",Large,GoldPlus,212.63323137559675,2019,169075,1.288967635,103.8341882
86,"51 CHANGI BUSINESS PARK CENTRAL 2, SINGAPORE 486066",Large,Gold,122.0,2020,486066,1.334960464,103.9654453
87,"51 CHANGI BUSINESS PARK CENTRAL 2, SINGAPORE 486066",Large,Certified,138.02386711664207,2019,486066,1.334960464,103.9654453
88,"1 ROCHOR CANAL ROAD, SINGAPORE 188504",Large,Gold,259.91,2020,188504,1.303024276,103.8530378
89,"165 TANJONG PAGAR ROAD, SINGAPORE 088539",Large,GoldPlus,288.81,2020,88539,1.274927658,103.8435495
90,"165 TANJONG PAGAR ROAD, SINGAPORE 088539",Large,GoldPlus,345.35494704598693,2019,88539,1.274927658,103.8435495
91,"60 EU TONG SEN STREET, SINGAPORE 059804",Large,Platinum,194.83,2020,59804,1.286473566,103.8445885
92,"60 EU TONG SEN STREET, SINGAPORE 059804",Large,Platinum,233.64061956143405,2019,59804,1.286473566,103.8445885
93,"10 SCOTTS ROAD, SINGAPORE 228211",Large,Gold,159.59,2020,228211,1.306345338,103.8332833
94,"3 CHURCH STREET, SINGAPORE 049483",Large,GoldPlus,176.38,2020,49483,1.283263223,103.8496265
95,"2 ORCHARD TURN, SINGAPORE 238801",Large,Gold,403.39,2020,238801,1.303980548,103.8320321
96,"2 ORCHARD TURN, SINGAPORE 238801",Large,Gold,475.02112337974074,2019,238801,1.303980548,103.8320321
97,"61 STAMFORD ROAD, SINGAPORE 178892",Small,Platinum,146.64,2020,178892,1.294428856,103.8502264
98,"10 FARRER PARK STATION ROAD, SINGAPORE 217564",Small,GoldPlus,441.85,2020,217564,1.311979798,103.8547786
99,"2 MAGAZINE ROAD, SINGAPORE 059573",Small,Platinum,228.91,2020,59573,1.289136974,103.8420108
100,"2 MAGAZINE ROAD, SINGAPORE 059573",Large,Platinum,268.1876898922176,2019,59573,1.289136974,103.8420108
101,"36 ROBINSON ROAD, SINGAPORE 068877",Large,Platinum,106.92,2020,68877,1.2812202,103.8497983
102,"36 ROBINSON ROAD, SINGAPORE 068877",Large,Platinum,124.87134291377602,2019,68877,1.2812202,103.8497983
103,"22 ORANGE GROVE ROAD, SINGAPORE 258350",Large,Gold,264.74,2020,258350,1.311224382,103.8267881
104,"22 ORANGE GROVE ROAD, SINGAPORE 258350",Large,Gold,353.3166455481815,2019,258350,1.311224382,103.8267881
105,"65 CHULIA STREET, SINGAPORE 049513",Large,Gold,172.67,2020,49513,1.285034139,103.8491028
106,"65 CHULIA STREET, SINGAPORE 049513",Large,Gold,199.94273365388457,2019,49513,1.285034139,103.8491028
107,"63 CHULIA STREET, SINGAPORE 049514",Large,Gold,146.57,2020,49514,1.284890391,103.8496656
108,"63 CHULIA STREET, SINGAPORE 049514",Large,Gold,186.3933963939959,2019,49514,1.284890391,103.8496656
109,"9 CHANGI BUSINESS PARK VISTA, SINGAPORE 486041",Small,Platinum,148.66,2020,486041,1.338516055,103.9647804
110,"9 CHANGI BUSINESS PARK VISTA, SINGAPORE 486041",Small,Platinum,156.73737761416152,2019,486041,1.338516055,103.9647804
111,"21 MEDIA CIRCLE, SINGAPORE 138562",Large,GoldPlus,297.46,2020,138562,1.292384244,103.7946858
112,"1 FUSIONOPOLIS VIEW, SINGAPORE 138577",Large,Platinum,256.61,2020,138577,1.299941797,103.7894043
113,"1 FUSIONOPOLIS VIEW, SINGAPORE 138577",Large,Platinum,277.537975105579,2019,138577,1.299941797,103.7894043
114,"79 ANSON ROAD, SINGAPORE 079906",Large,GoldPlus,128.24,2020,79906,1.274098093,103.8456692
115,"79 ANSON ROAD, SINGAPORE 079906",Large,GoldPlus,155.2377711605747,2019,79906,1.274098093,103.8456692
116,"9 NORTH BUONA VISTA DRIVE, SINGAPORE 138588",Large,Platinum,172.0,2020,138588,1.306245568,103.7912375
117,"9 NORTH BUONA VISTA DRIVE, SINGAPORE 138588",Large,Platinum,211.97900015984655,2019,138588,1.306245568,103.7912375
118,"9 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486005",Large,Gold,89.71,2020,486005,1.335188612,103.9672637
119,"9 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486005",Large,Gold,116.75954260822216,2019,486005,1.335188612,103.9672637
120,"7 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486028",Large,Platinum,165.19,2020,486028,1.334835405,103.9665714
121,"7 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486028",Large,Platinum,186.35292325306546,2019,486028,1.334835405,103.9665714
122,"21 CHOA CHU KANG AVENUE 4, SINGAPORE 689812",Large,Gold,471.41,2020,689812,1.384974597,103.7450118
123,"9 INTERNATIONAL BUSINESS PARK, SINGAPORE 609915",Small,Gold,805.56,2020,609915,1.324800204,103.7502709
124,"9 INTERNATIONAL BUSINESS PARK, SINGAPORE 609915",Small,Gold,768.096875,2019,609915,1.324800204,103.7502709
125,"28 CAVENAGH ROAD, SINGAPORE 229635",Small,Legislated,228.42,2020,229635,1.301459858,103.8419319
126,"28 CAVENAGH ROAD, SINGAPORE 229635",Large,Certified,303.58973366322226,2019,229635,1.301459858,103.8419319
127,"3 UPPER PICKERING STREET, SINGAPORE 058289",Large,Platinum,270.09,2020,58289,1.285639142,103.8462903
128,"3 UPPER PICKERING STREET, SINGAPORE 058289",Large,Platinum,320.87446539159,2019,58289,1.285639142,103.8462903
129,"1 GATEWAY DRIVE, SINGAPORE 608531",Omit,Platinum,289.33,2020,608531,1.334599257,103.7429445
130,"1 GATEWAY DRIVE, SINGAPORE 608531",Large,Platinum,337.8161484805308,2019,608531,1.334599257,103.7429445
131,"87 SCIENCE PARK DRIVE, SINGAPORE 118260",Small,Certified,51.4,2020,118260,1.287743586,103.7903699
132,"87 SCIENCE PARK DRIVE, SINGAPORE 118260",Small,Certified,60.7947737704918,2019,118260,1.287743586,103.7903699
133,"89 SCIENCE PARK DRIVE, SINGAPORE 118261",Large,Certified,163.41,2020,118261,1.28798116,103.7913399
134,"89 SCIENCE PARK DRIVE, SINGAPORE 118261",Large,Certified,184.67233877773916,2019,118261,1.28798116,103.7913399
135,"3 FUSIONOPOLIS LINK, SINGAPORE 138543",Large,Platinum,19.96,2020,138543,1.298694761,103.7897785
136,"3 FUSIONOPOLIS LINK, SINGAPORE 138543",Large,Platinum,23.484033712269696,2019,138543,1.298694761,103.7897785
137,"8 BIOMEDICAL GROVE, SINGAPORE 138665",Omit,Gold,303.68,2020,138665,1.302173852,103.7935452
138,"10 SHENTON WAY, SINGAPORE 079117",Large,Platinum,116.38,2020,79117,1.274721727,103.8466523
139,"10 SHENTON WAY, SINGAPORE 079117",Large,Platinum,129.73090551751622,2019,79117,1.274721727,103.8466523
140,"382 HAVELOCK ROAD, SINGAPORE 169629",Large,Gold,218.94,2020,169629,1.289370994,103.8366038
141,"382 HAVELOCK ROAD, SINGAPORE 169629",Large,Gold,290.12442505571624,2019,169629,1.289370994,103.8366038
142,"11 OUTRAM ROAD, SINGAPORE 169078",Large,Platinum,447.36,2020,169078,1.280405822,103.8384762
143,"11 OUTRAM ROAD, SINGAPORE 169078",Large,GoldPlus,454.46377574635505,2019,169078,1.280405822,103.8384762
144,"23 CHURCH STREET, SINGAPORE 049481",Large,GoldPlus,298.43,2020,49481,1.283824792,103.8489432
145,"23 CHURCH STREET, SINGAPORE 049481",Large,GoldPlus,348.24342468781083,2019,49481,1.283824792,103.8489432
146,"8 CLAYMORE HILL, SINGAPORE 229572",Small,Gold,215.22,2020,229572,1.307634922,103.8320381
147,"8 CLAYMORE HILL, SINGAPORE 229572",Large,Gold,198.73437772361328,2019,229572,1.307634922,103.8320381
148,"71 ROBINSON ROAD, SINGAPORE 068895",Large,Gold,177.1,2020,68895,1.278383948,103.848813
149,"71 ROBINSON ROAD, SINGAPORE 068895",Large,Gold,226.69302171115447,2019,68895,1.278383948,103.848813
150,"41 SCIENCE PARK ROAD, SINGAPORE 117610",Large,Certified,277.19,2020,117610,1.288743386,103.7828358
151,"51 SCIENCE PARK ROAD, SINGAPORE 117586",Small,Certified,752.78,2020,117586,1.287410313,103.7831007
152,"17 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486073",Large,Certified,100.6,2020,486073,1.337264752,103.9656419
153,"3 CHANGI BUSINESS PARK VISTA, SINGAPORE 486051",Large,Gold,85.46,2020,486051,1.336794707,103.9672542
154,"3 CHANGI BUSINESS PARK VISTA, SINGAPORE 486051",Large,Gold,98.48087126137841,2019,486051,1.336794707,103.9672542
155,"1 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486025",Large,Gold,129.1,2020,486025,1.333382008,103.9656862
156,"1 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486025",Large,Gold,158.3170652842727,2019,486025,1.333382008,103.9656862
157,"1 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486036",Large,GoldPlus,199.87,2020,486036,1.333525821,103.9625765
158,"1 CHANGI BUSINESS PARK CENTRAL 1, SINGAPORE 486036",Large,GoldPlus,226.37300444082183,2019,486036,1.333525821,103.9625765
159,"1 CHANGI BUSINESS PARK AVENUE 1, SINGAPORE 486058",Small,Certified,128.42,2020,486058,1.33675304,103.9637134
160,"2 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486029",Large,Platinum,298.51,2020,486029,1.332704396,103.964806
161,"2 CHANGI BUSINESS PARK CRESCENT, SINGAPORE 486029",Large,Platinum,319.81025945221023,2019,486029,1.332704396,103.964806
162,"15 BEACH ROAD, SINGAPORE 189677",Small,Platinum,125.61,2020,189677,1.295816521,103.8555034
163,"15 BEACH ROAD, SINGAPORE 189677",Small,Platinum,164.49773764506455,2019,189677,1.295816521,103.8555034
164,"442 ORCHARD ROAD, SINGAPORE 238879",Large,GoldPlus,276.97,2020,238879,1.307442858,103.8287767
165,"442 ORCHARD ROAD, SINGAPORE 238879",Large,Gold,365.26044855659114,2019,238879,1.307442858,103.8287767
166,"302 TIONG BAHRU ROAD, SINGAPORE 168732",Omit,Platinum,348.83,2020,168732,1.286458895,103.8270153
167,"1 PASIR RIS CENTRAL STREET 3, SINGAPORE 518457",Large,Platinum,522.36,2020,518457,1.372449817,103.9497157
168,"1 PASIR RIS CENTRAL STREET 3, SINGAPORE 518457",Large,Platinum,568.0606088059432,2019,518457,1.372449817,103.9497157
169,"70 BIOPOLIS STREET, SINGAPORE 138547",Large,Gold,280.22,2020,138547,1.302918032,103.7919357
170,"70 BIOPOLIS STREET, SINGAPORE 138547",Large,Gold,285.60021670713064,2019,138547,1.302918032,103.7919357
171,"15 SCIENCE CENTRE ROAD, SINGAPORE 609081",Large,GoldPlus,159.77,2020,609081,1.332838733,103.7358206
172,"15 SCIENCE CENTRE ROAD, SINGAPORE 609081",Large,GoldPlus,221.0287097392638,2019,609081,1.332838733,103.7358206
173,"81 ANSON ROAD, SINGAPORE 079908",Large,GoldPlus,161.23,2020,79908,1.273687858,103.8450583
174,"81 ANSON ROAD, SINGAPORE 079908",Large,GoldPlus,209.80173943866205,2019,79908,1.273687858,103.8450583
175,"39 ROBINSON ROAD, SINGAPORE 068911",Large,Gold,151.24,2020,68911,1.279591913,103.8495472
176,"39 ROBINSON ROAD, SINGAPORE 068911",Large,Certified,189.22008394810481,2019,68911,1.279591913,103.8495472
177,"7 WALLICH STREET, SINGAPORE 078884",Large,Platinum,326.89,2020,78884,1.276724927,103.8451554
178,"7 WALLICH STREET, SINGAPORE 078884",Large,Platinum,252.20771472179825,2019,78884,1.276724927,103.8451554
179,"8 CROSS STREET, SINGAPORE 048424",Large,Gold,124.07,2020,48424,1.282407472,103.8490238
180,"10 COLLYER QUAY, SINGAPORE 049315",Large,Platinum,184.6,2020,49315,1.283204752,103.8519096
181,"10 COLLYER QUAY, SINGAPORE 049315",Large,Platinum,210.36081996416365,2019,49315,1.283204752,103.8519096
182,"6 RAFFLES BOULEVARD, SINGAPORE 039594",Omit,Certified,147.53,2020,39594,1.291573957,103.857027
183,"200 MIDDLE ROAD, SINGAPORE 188980",Small,Legislated,327.08,2020,188980,1.300916397,103.8515065
184,"200 MIDDLE ROAD, SINGAPORE 188980",Large,Certified,408.29765482695814,2019,188980,1.300916397,103.8515065
185,"238 THOMSON ROAD, SINGAPORE 307683",Omit,GoldPlus,482.91,2020,307683,1.319967484,103.8438506
186,"1 CUSCADEN ROAD, SINGAPORE 249715",Large,GoldPlus,228.78,2020,249715,1.304651583,103.8249079
187,"1 GRANGE ROAD, SINGAPORE 239693",Small,Gold,190.05,2020,239693,1.301398809,103.8373592
188,"1 GRANGE ROAD, SINGAPORE 239693",Small,Gold,258.6832024656931,2019,239693,1.301398809,103.8373592
189,"1 AVIATION DRIVE, SINGAPORE 499867",Large,Platinum,129.43,2020,499867,1.388319971,103.9903138
190,"1 AVIATION DRIVE, SINGAPORE 499867",Large,Platinum,144.24409871244634,2019,499867,1.388319971,103.9903138
191,"541 ORCHARD ROAD, SINGAPORE 238881",Large,Gold,187.74,2020,238881,1.305087227,103.8307226
192,"541 ORCHARD ROAD, SINGAPORE 238881",Large,Gold,215.07876516216356,2019,238881,1.305087227,103.8307226
193,"350 ORCHARD ROAD, SINGAPORE 238868",Large,Gold,225.99,2020,238868,1.305809784,103.8315073
194,"350 ORCHARD ROAD, SINGAPORE 238868",Large,Gold,258.1194544120046,2019,238868,1.305809784,103.8315073
195,"1 SCOTTS ROAD, SINGAPORE 228208",Large,Gold,317.64,2020,228208,1.306113347,103.8319706
196,"1 SCOTTS ROAD, SINGAPORE 228208",Large,Gold,360.0263562861819,2019,228208,1.306113347,103.8319706
197,"4 TAMPINES CENTRAL 5, SINGAPORE 529510",Large,GoldPlus,460.46,2020,529510,1.352527373,103.9446988
198,"4 TAMPINES CENTRAL 5, SINGAPORE 529510",Large,GoldPlus,529.6113247636248,2019,529510,1.352527373,103.9446988
199,"1 EXPO DRIVE, SINGAPORE 486150",Large,GoldPlus,103.59,2020,486150,1.333373769,103.9569827
200,"1 EXPO DRIVE, SINGAPORE 486150",Large,GoldPlus,71.69889099642958,2019,486150,1.333373769,103.9569827
201,"53 MOHAMED SULTAN ROAD, SINGAPORE 238993",Small,Legislated,346.57,2020,238993,1.292023299,103.8402302
202,"53 MOHAMED SULTAN ROAD, SINGAPORE 238993",Small,Certified,358.2094635488308,2019,238993,1.292023299,103.8402302
203,"57 MOHAMED SULTAN ROAD, SINGAPORE 238997",Small,Legislated,41.08,2020,238997,1.29195461,103.8396074
204,"57 MOHAMED SULTAN ROAD, SINGAPORE 238997",Small,Certified,55.564384858044164,2019,238997,1.29195461,103.8396074
205,"59 MOHAMED SULTAN ROAD, SINGAPORE 238999",Small,Legislated,27.14,2020,238999,1.291955375,103.8395994
206,"61 MOHAMED SULTAN ROAD, SINGAPORE 239001",Small,Legislated,120.24,2020,239001,1.291955375,103.8395994
207,"61 MOHAMED SULTAN ROAD, SINGAPORE 239001",Small,Certified,157.30574009996155,2019,239001,1.291955375,103.8395994
208,"756 UPPER SERANGOON ROAD, SINGAPORE 534626",Small,Gold,130.03,2020,534626,1.353480883,103.8788284
209,"756 UPPER SERANGOON ROAD, SINGAPORE 534626",Small,Gold,136.81926054437506,2019,534626,1.353480883,103.8788284
210,"118 HOLLAND AVENUE, SINGAPORE 278997",Small,Legislated,463.57,2020,278997,1.310563515,103.7961072
211,"118 HOLLAND AVENUE, SINGAPORE 278997",Small,Certified,493.87009648976874,2019,278997,1.310563515,103.7961072
212,"9 JURONG TOWN HALL ROAD, SINGAPORE 609431",Large,Platinum,65.27,2020,609431,1.328721793,103.7419323
213,"9 JURONG TOWN HALL ROAD, SINGAPORE 609431",Large,Platinum,77.15747333130143,2019,609431,1.328721793,103.7419323
214,"8 JURONG TOWN HALL ROAD, SINGAPORE 609434",Large,Platinum,128.02,2020,609434,1.331214998,103.7418731
215,"8 JURONG TOWN HALL ROAD, SINGAPORE 609434",Large,Platinum,145.05083181488493,2019,609434,1.331214998,103.7418731
216,"1 FUSIONOPOLIS WAY, SINGAPORE 138632",Omit,Platinum,197.49,2020,138632,1.299437367,103.7875767
217,"1 FUSIONOPOLIS WAY, SINGAPORE 138632",Large,Platinum,207.44903841042,2019,138632,1.299437367,103.7875767
218,"11 BIOPOLIS WAY, SINGAPORE 138667",Omit,GoldPlus,641.83,2020,138667,1.304480197,103.7917218
219,"11 BIOPOLIS WAY, SINGAPORE 138667",Large,GoldPlus,676.0925743901297,2019,138667,1.304480197,103.7917218
220,"2 FUSIONOPOLIS WAY, SINGAPORE 138634",Large,Platinum,503.36,2020,138634,1.298426244,103.7886979
221,"2 FUSIONOPOLIS WAY, SINGAPORE 138634",Large,Platinum,508.45496322190655,2019,138634,1.298426244,103.7886979
222,"4 FUSIONOPOLIS WAY, SINGAPORE 138635",Large,Platinum,290.53,2020,138635,1.298142784,103.7891486
223,"4 FUSIONOPOLIS WAY, SINGAPORE 138635",Large,Platinum,304.50314101983514,2019,138635,1.298142784,103.7891486
224,"320 ORCHARD ROAD, SINGAPORE 238865",Omit,Gold,200.66,2020,238865,1.305057593,103.8330609
225,"320 ORCHARD ROAD, SINGAPORE 238865",Large,Gold,253.84910592910174,2019,238865,1.305057593,103.8330609
226,"1 SENGKANG SQUARE, SINGAPORE 545078",Large,Gold,518.74,2020,545078,1.392052779,103.8950701
227,"1 SENGKANG SQUARE, SINGAPORE 545078",Large,Gold,544.9795064861086,2019,545078,1.392052779,103.8950701
228,"9 RAFFLES BOULEVARD, SINGAPORE 039596",Omit,Gold,241.77,2020,39596,1.292605445,103.8597249
229,"3 TEMASEK AVENUE, SINGAPORE 039190",Large,GoldPlus,167.8,2020,39190,1.29350314,103.8602667
230,"30 RAFFLES PLACE, SINGAPORE 048622",Small,Platinum,50.63,2020,48622,1.28421478,103.8520088
231,"10 ANSON ROAD, SINGAPORE 079903",Large,GoldPlus,139.98,2020,79903,1.274643978,103.8447416
232,"10 ANSON ROAD, SINGAPORE 079903",Large,GoldPlus,164.51506414883687,2019,79903,1.274643978,103.8447416
233,"101 CECIL STREET, SINGAPORE 069533",Large,Platinum,93.81,2020,69533,1.280980774,103.8494357
234,"101 CECIL STREET, SINGAPORE 069533",Large,Platinum,113.90631923244659,2019,69533,1.280980774,103.8494357
235,"2 FINLAYSON GREEN, SINGAPORE 049247",Large,Certified,176.95,2020,49247,1.282083769,103.8515597
236,"2 FINLAYSON GREEN, SINGAPORE 049247",Large,Certified,200.81021732381248,2019,49247,1.282083769,103.8515597
237,"260 ORCHARD ROAD, SINGAPORE 238855",Large,Platinum,198.72,2020,238855,1.302651529,103.8373672
238,"51 CUPPAGE ROAD, SINGAPORE 229469",Large,Gold,128.76,2020,229469,1.302853612,103.840156
239,"51 CUPPAGE ROAD, SINGAPORE 229469",Large,Gold,159.27876694161407,2019,229469,1.302853612,103.840156
240,"3 SIMEI STREET 6, SINGAPORE 528833",Large,Platinum,433.74,2020,528833,1.342706196,103.9530245
241,"30 PRINSEP STREET, SINGAPORE 188647",Small,Gold,167.05,2020,188647,1.299014528,103.8496101
242,"30 PRINSEP STREET, SINGAPORE 188647",Small,Gold,118.39380594629156,2019,188647,1.299014528,103.8496101
243,"33 SENGKANG WEST AVENUE, SINGAPORE 797653",Large,Gold,601.44,2020,797653,1.391470154,103.8761255
244,"33 SENGKANG WEST AVENUE, SINGAPORE 797653",Large,Gold,666.4908194259581,2019,797653,1.391470154,103.8761255
245,"1 RAFFLES PLACE, SINGAPORE 048616",Large,Gold,172.11,2020,48616,1.284349546,103.8510725
246,"1 RAFFLES PLACE, SINGAPORE 048616",Large,Gold,203.81861802589714,2019,48616,1.284349546,103.8510725
247,"1 NORTH BUONA VISTA DRIVE, SINGAPORE 138675",Large,Platinum,182.5,2020,138675,1.305419066,103.7906068
248,"1 NORTH BUONA VISTA DRIVE, SINGAPORE 138675",Large,Platinum,207.03407214592357,2019,138675,1.305419066,103.7906068
249,"1 PASIR RIS CLOSE, SINGAPORE 519599",Omit,Gold,229.67,2020,519599,1.380177501,103.9551507
250,"1 PASIR RIS CLOSE, SINGAPORE 519599",Large,Gold,291.6572503061046,2019,519599,1.380177501,103.9551507
251,"3 TAMPINES GRANDE, SINGAPORE 528799",Large,Certified,207.09,2020,528799,1.354633496,103.9418914
252,"3 TAMPINES GRANDE, SINGAPORE 528799",Large,Certified,267.75024437927664,2019,528799,1.354633496,103.9418914
253,"460 ALEXANDRA ROAD, SINGAPORE 119963",Large,GoldPlus,198.67,2020,119963,1.2739864,103.8012641
254,"460 ALEXANDRA ROAD, SINGAPORE 119963",Large,GoldPlus,229.3755924670434,2019,119963,1.2739864,103.8012641
255,"20 BIDEFORD ROAD, SINGAPORE 229921",Small,Platinum,172.75,2020,229921,1.303227965,103.8366804
256,"111 NORTH BRIDGE ROAD, SINGAPORE 179098",Large,Gold,135.19,2020,179098,1.292317648,103.8508034
257,"21 MOUNT ELIZABETH, SINGAPORE 228516",Large,Gold,117.68,2020,228516,1.307336164,103.8356788
258,"809 FRENCH ROAD, SINGAPORE 200809",Large,Gold,104.02,2020,200809,1.308327005,103.8620059
259,"500 JALAN SULTAN, SINGAPORE 199020",Large,Platinum,185.5,2020,199020,1.305773888,103.8603957
260,"70 JELLICOE ROAD, SINGAPORE 208767",Large,GoldPlus,330.76,2020,208767,1.3077968,103.862535
261,"41 BENCOOLEN STREET, SINGAPORE 189623",Small,GoldPlus,215.36,2020,189623,1.298985833,103.8500205
262,"48 BENCOOLEN STREET, SINGAPORE 189627",Small,GoldPlus,289.17,2020,189627,1.298943863,103.8507632
263,"50 JURONG GATEWAY ROAD, SINGAPORE 608549",Large,Platinum,312.17,2020,608549,1.333293345,103.7432787
264,"50 JURONG GATEWAY ROAD, SINGAPORE 608549",Large,Platinum,328.78222503674806,2019,608549,1.333293345,103.7432787
265,"50 SCOTTS ROAD, SINGAPORE 228242",Small,Gold,202.68,2020,228242,1.310892089,103.8370874
266,"50 SCOTTS ROAD, SINGAPORE 228242",Small,Gold,236.71782262229763,2019,228242,1.310892089,103.8370874
267,"1 PICKERING STREET, SINGAPORE 048659",Omit,Platinum,127.65,2020,48659,1.284823661,103.8476661
268,"1 PICKERING STREET, SINGAPORE 048659",Large,Certified,152.97348044458911,2019,48659,1.284823661,103.8476661
269,"3 COLEMAN STREET, SINGAPORE 179804",Omit,GoldPlus,169.77,2020,179804,1.291807896,103.8502726
270,"3 COLEMAN STREET, SINGAPORE 179804",Large,GoldPlus,229.88245712509953,2019,179804,1.291807896,103.8502726
271,"1 FARRER PARK STATION ROAD, SINGAPORE 217562",Large,Platinum,374.96,2020,217562,1.31247324,103.8539295
272,"1 FARRER PARK STATION ROAD, SINGAPORE 217562",Large,Platinum,398.2772533365314,2019,217562,1.31247324,103.8539295
273,"30 HILL STREET, SINGAPORE 179360",Small,Gold,161.85,2020,179360,1.293606063,103.8495261
274,"30 HILL STREET, SINGAPORE 179360",Small,Gold,188.73645751290803,2019,179360,1.293606063,103.8495261
275,"101 UPPER CROSS STREET, SINGAPORE 058357",Large,Gold,172.04,2020,58357,1.2857701,103.8439801
276,"20 UPPER CIRCULAR ROAD, SINGAPORE 058416",Large,Certified,225.74,2020,58416,1.288972097,103.8484598
277,"20 UPPER CIRCULAR ROAD, SINGAPORE 058416",Large,Certified,246.0936059907834,2019,58416,1.288972097,103.8484598
278,"3 TEMASEK BOULEVARD, SINGAPORE 038983",Omit,Gold,220.6,2020,38983,1.295931895,103.8590144
279,"1 FUSIONOPOLIS PLACE, SINGAPORE 138522",Large,Platinum,147.99,2020,138522,1.299862514,103.788101
280,"1 FUSIONOPOLIS PLACE, SINGAPORE 138522",Large,Platinum,180.33991632650097,2019,138522,1.299862514,103.788101
281,"170 UPPER BUKIT TIMAH ROAD, SINGAPORE 588179",Large,Gold,122.47,2020,588179,1.343164753,103.7760314
282,"170 UPPER BUKIT TIMAH ROAD, SINGAPORE 588179",Large,Gold,149.59460863765213,2019,588179,1.343164753,103.7760314
283,"80 RAFFLES PLACE, SINGAPORE 048624",Large,GoldPlus,237.65,2020,48624,1.285406568,103.8505675
284,"80 RAFFLES PLACE, SINGAPORE 048624",Large,GoldPlus,270.11209488139826,2019,48624,1.285406568,103.8505675
285,"396 ALEXANDRA ROAD, SINGAPORE 119954",Large,GoldPlus,712.95,2020,119954,1.277924597,103.8022644
286,"396 ALEXANDRA ROAD, SINGAPORE 119954",Large,GoldPlus,749.1887577537826,2019,119954,1.277924597,103.8022644
287,"168 JALAN BUKIT MERAH, SINGAPORE 150168",Large,Platinum,167.68,2020,150168,1.282932313,103.8187986
288,"490 LORONG 6 TOA PAYOH, SINGAPORE 310490",Large,Platinum,217.27,2020,310490,1.332567882,103.8484188
289,"9 KING GEORGES AVENUE, SINGAPORE 208581",Small,GoldPlus,114.68,2020,208581,1.30862467,103.8592868
290,"160 ROBINSON ROAD, SINGAPORE 068914",Large,Platinum,149.89,2020,68914,1.27812791,103.8478546
291,"160 ROBINSON ROAD, SINGAPORE 068914",Large,Platinum,171.07297066231507,2019,68914,1.27812791,103.8478546
292,"60 PAYA LEBAR ROAD, SINGAPORE 409051",Large,GoldPlus,213.32,2020,409051,1.31881487,103.8925808
293,"60 PAYA LEBAR ROAD, SINGAPORE 409051",Large,GoldPlus,249.58484865828333,2019,409051,1.31881487,103.8925808
294,"111 MIDDLE ROAD, SINGAPORE 188969",Small,Platinum,154.83,2020,188969,1.298479436,103.8535013
295,"111 MIDDLE ROAD, SINGAPORE 188969",Small,Platinum,215.4961539440204,2019,188969,1.298479436,103.8535013
296,"5 ANG MO KIO CENTRAL 2, SINGAPORE 569663",Small,Legislated,343.45,2020,569663,1.37286218,103.847645
297,"5 ANG MO KIO CENTRAL 2, SINGAPORE 569663",Small,Certified,418.03895159709975,2019,569663,1.37286218,103.847645
298,"445 BEDOK NORTH STREET 1, SINGAPORE 469661",Small,Legislated,304.15,2020,469661,1.326119703,103.9295545
299,"47 SCOTTS ROAD, SINGAPORE 228233",Large,Gold,145.51,2020,228233,1.312347355,103.8370847
300,"47 SCOTTS ROAD, SINGAPORE 228233",Large,Gold,196.27018635980914,2019,228233,1.312347355,103.8370847
301,"210 MIDDLE ROAD, SINGAPORE 188994",Small,GoldPlus,227.26,2020,188994,1.301173421,103.8512746
